,Summary,Passage,Style
721,"문화체육관광부(장관 박양우, 이하 문체부)와 국립국어원(원장 소강춘, 이하 국어원)은 ‘언택트 서비스’와 ‘유니크 베뉴’를 대체할 쉬운 우리말로 ‘비대면 서비스’와 ‘이색 지역 명소’를 선정했다. 문체부와 국어원은 ‘언택트 서비스’와 ‘유니크 베뉴’처럼 어려운 용어 때문에 국민이 정보에서 소외되지 않도록 이러한 용어를 ‘비대면 서비스’와 ‘이색 지역 명소’처럼 쉬운 말로 발 빠르게 다듬고 있다."," 문화체육관광부(장관 박양우, 이하 문체부)와 국립국어원(원장 소강춘, 이하 국어원)은 ‘언택트 서비스’와 ‘유니크 베뉴’를 대체할 쉬운 우리말로 ‘비대면 서비스’와 ‘이색 지역 명소’를 선정했다.
 ‘언택트 서비스’는 사람과 사람이 직접 만나지 않고 이루어지는 서비스를 가리키는 말이다. ‘유니크 베뉴’는 지역의 고유한 문화나 특색을 체험할 수 있는 장소를 가리키는 말로서, 회의 및 숙박 시설, 관광 및 체험 콘텐츠 등이 고루 갖춰진 곳이 많다.
 문체부와 국어원은 지난 4월 6일부터 8일까지 열린 새말모임을 통해 ‘언택트 서비스’의 대체어로 ‘비대면 서비스’를, ‘유니크 베뉴’의 대체어로 ‘이색 지역 명소’를 선정했다. 특히 ‘비대면(←언택트)’은 ‘비대면 소비(←언택트 소비)’, ‘비대면 방식(←언택트 방식)’, ‘비대면 채용(←언택트 채용)’ 등으로 다양하게 활용해 쓸 수 있다. 
  새말모임: 어려운 외국어 신어가 널리 퍼지기 전에 일반 국민들이 이해하기 쉬운 우리말 대체어를 제공하기 위해 국어 전문가 외에 외국어, 교육, 홍보‧출판, 정보통신, 언론 등 다양한 분야 사람들로 구성된 위원회로서, 누리소통망(SNS)을 통해 진행됨.
 문체부와 국어원은 ‘언택트 서비스’와 ‘유니크 베뉴’처럼 어려운 용어 때문에 국민이 정보에서 소외되지 않도록 이러한 용어를 ‘비대면 서비스’와 ‘이색 지역 명소’처럼 쉬운 말로 발 빠르게 다듬고 있다. 앞으로도 문체부와 국어원은 정부 부처와 언론사가 주도적으로 쉬운 말을 사용할 수 있도록 홍보할 계획이다. 
붙임 새말모임에서 만든 대체어 목록(2019년 10월~현재)
 (참고) 코로나19 관련 쉬운 우리말 대체어
",Realism
722,지역사회의 변화를 추구하는 해결(솔루션) 저널리즘으로서 지역 신문 기능을 구현한다. 신문이 지역사회 현안을 심층적으로 보도해 문제점과 해결책을 제시하고 개개인의 행동을 이끌어내는 정보를 제공할 수 있도록 지역현안에 대한 사별연합 기획취재와 공통된 주제에 대한 공동 기획취재를 지원한다.," 고품질 저널리즘 육성으로 매체 경쟁력 강화
 지역사회의 변화를 추구하는 해결(솔루션) 저널리즘으로서 지역 신문 기능을 구현한다. 신문이 지역사회 현안을 심층적으로 보도해 문제점과 해결책을 제시하고 개개인의 행동을 이끌어내는 정보를 제공할 수 있도록 지역현안에 대한 사별연합 기획취재와 공통된 주제에 대한 공동 기획취재를 지원한다. 
 또한, 지역신문의 역량을 강화하고 경쟁력을 확보하기 위해 언론인의 전문성과 실무능력을 향상한다. 지역신문 산업 실태조사와 기금사업 평가, 지역신문 발전을 위한 정책 연구를 진행하고 지역신문 발전 학술회의토론회 개최 등도 병행한다.
 지역여론 활성화 지원으로 여론 다양성 실현
 지역 뉴스에 대한 관심과 실용성을 높여 지역여론을 활성화한다. 신문이 지역 밀착, 독자친화형 뉴스 콘텐츠를 개발할 수 있도록 지역민 참여 보도와 디지털 콘텐츠 제작 등을 지원하고, 지역민의 권익 보호와 독자의 민원 해결을 위해 지역신문 학술대회(콘퍼런스), 지역신문 모니터링, 민원조사관(옴부즈맨) 운영 사업 등을 추진한다. 
 디지털 혁신 역량 강화를 위한 디지털 기반혁신 연구개발 지원
 신문의 디지털 혁신 역량을 강화해 지역 사회 내에서 경쟁력을 확보한다. 기사자료 디지털화, 디지털 장비 임대, 통합 콘텐츠관리시스템 구축, 뉴스 거대자료(빅데이터) 분석시스템 등을 지원해 뉴스 콘텐츠 제작과 유통 구조를 디지털 기반으로 개선하고, 지역 신문사시민단체대학과의 협력 체계를 구축해 지역신문 제안 사업, 지역사회 연계 프로젝트 등 연구개발 사업을 지원하며 지역신문의 성장 동력을 마련한다.
",Realism
723,올해 처음 시작하는 ‘한복문화 지역거점 지원’ 사업은 지역 관광지 등에서 한복을 입으면 누릴 수 있는 혜택을 확대하기 위해 마련했다. 그러나 한복을 입고 관광지에 입장할 때 입장료를 면제 또는 할인해 주는 정책은 현재 일부 지역에서 한시적으로 운영되는 등 아직 활성화되지 않아 문체부는 이 사업을 통해 한복 착용 혜택을 확대할 계획이다.," 문화체육관광부(장관 박양우, 이하 문체부)는 (재)한국공예디자인문화진흥원 한복진흥센터(원장 김태훈, 이하 한복진흥센터)와 함께 4월 23일(목)부터 5월 22일(금)까지 ‘2020 한복문화주간’과 ‘2020 한복문화 지역거점 지원’ 사업에 참여할 지자체를 공모한다.
 지자체와 협업해 한복의 대중화, 관광상품화 추진 
 ‘한복문화주간’은 한복을 주제로 체험전시교육 등 다양한 프로그램을 즐길 수 있는 문화축제로서 매년 10월 셋째 주에 열린다. 2018년부터 작년까지는 소규모 행사를 전국 10개 지역에서 분산하여 개최했으나, 올해부터는 한복진흥센터가 주관하는 서울 행사 외에 3개 지역을 선정해 집중 지원할 계획이다.
 올해 처음 시작하는 ‘한복문화 지역거점 지원’ 사업은 지역 관광지 등에서 한복을 입으면 누릴 수 있는 혜택을 확대하기 위해 마련했다. 현재 한복을 입고 4대 궁과 종묘를 방문하면 입장료 무료 혜택이 주어지는데, 2019년에는 방문객 총 1,089만 명 중 115만 명(10.6%)이 한복을 입고 방문했다. 외국인 개별관광객(FIT) 설문조사(2019년, 한국여행업협회) 결과에서도 전통문화 체험(26.9%)이 한국을 관광 목적지로 선택한 가장 큰 이유로 꼽힌 만큼 한복을 비롯한 전통문화는 관광에 기여하는 효과가 매우 큰 편이다. 
 그러나 한복을 입고 관광지에 입장할 때 입장료를 면제 또는 할인해 주는 정책은 현재 일부 지역에서 한시적으로 운영되는 등 아직 활성화되지 않아 문체부는 이 사업을 통해 한복 착용 혜택을 확대할 계획이다. 
 한복문화주간 협업도시 3곳, 한복문화 지역거점 4곳 선정
 이번 공모에서는 한복문화주간 협업도시 3곳(개소당 1억 5천만 원 지원), 한복문화 지역거점 4곳(개소당 1억 원 지원)을 선정할 계획이다. 지자체는 ‘한복문화주간’과 ‘한복문화 지역거점 사업’에 중복으로 신청할 수 있으며, 신청 시 국비와 지방비 1:1 분담(1:1 매칭)을 원칙으로 한다. 즉, ‘한복문화주간’에 참여하려는 지자체는 총 3억 원의 사업계획을 수립해 신청하면 된다. 아울러 이번에 선정된 지자체가 전문가 심사와 방문객 만족도 조사 등 성과평가를 통해 우수 지자체로 선정될 경우에는 내년에도 지원할 예정이다.
",Realism
724,아케이드산업은 실감형(VR) 게임 등의 성장에 따라 ‘가족친화형 게임’으로 향후 성장할 가능성도 높지만 현행법령상 강력한 규제 때문에 내수시장이 침체되어 있다. 관련 업계는 어쩔 수 없이 해외시장으로 눈을 돌리는 등 어려움에 처해있다.,"  아케이드: 과거 오락실이라고 불리던 게임제공업소에서 사람들이 이용할 수 있는 게임
 이에 정부는 사행성 우려, 안전 관리 등을 제외한 규제와 제도 등 게임관련 법령을 원점에서 재정비해 게임산업의 혁신 성장을 지원한다.
 그간 게임업계의 지속적인 규제 개선 요구가 있었던 ‘게임물 내용 수정 신고제도’는 경미한 내용에 대한 신고 의무를 면제하고, 선택적 사전 신고를 도입해 개선한다.
 ‘등급분류제도’는 새로운 게임 유통 활성화를 위해 현재 플랫폼별 등급분류 방식에서 콘텐츠별로 개선해 중복 등급분류를 방지하고, 민간 자율 등급 분류도 확대해 나갈 계획이다.
 아케이드산업은 실감형(VR) 게임 등의 성장에 따라 ‘가족친화형 게임’으로 향후 성장할 가능성도 높지만 현행법령상 강력한 규제 때문에 내수시장이 침체되어 있다. 관련 업계는 어쩔 수 없이 해외시장으로 눈을 돌리는 등 어려움에 처해있다.
 이에 아케이드 게임장의 사행화를 방지하는 한편, 현재 5천 원 상한인 경품가격 인상, 경품종류 확대, 경품교환게임 단계적 허용 등 규제 완화를 통해 아케이드 산업 활성화를 도모한다. 
 산업 활성화와 함께 게임 이용자의 권익도 제도적으로 보호한다. 게임 향유권, 이용자 보호 의무 등에 대한 사항과 확률형 아이템의 정보공개, 부적절한 게임광고 제한에 대한 법적 근거도 마련할 계획이다. 국내 법인이 없는 해외 게임사업자의 국내 대리인 지정 제도도 도입해 국내 이용자 보호와 국내기업 역차별을 해소할 예정이다.
",Realism
725,"문화체육관광부(장관 박양우, 이하 문체부)는 5월부터 10월까지 호서대학교 산학협력단(책임 이철재 교수)의 건축디자인도서관계 전문가들과 합동으로 15개 시도, 공공도서관 65개관의 신규 건립과 새 단장(리모델링) 사업에 대한 현장 상담(컨설팅)을 실시한다. 지난 3월, 98개 공공도서관이 현장 상담을 신청했고, 문체부는 적합성과 실효성, 지방자치단체의 개선 의지 등을 반영해 65개관을 상담 대상으로 최종 선정했다."," 문화체육관광부(장관 박양우, 이하 문체부)는 5월부터 10월까지 호서대학교 산학협력단(책임 이철재 교수)의 건축디자인도서관계 전문가들과 합동으로 15개 시도, 공공도서관 65개관의 신규 건립과 새 단장(리모델링) 사업에 대한 현장 상담(컨설팅)을 실시한다.
 지난 3월, 98개 공공도서관이 현장 상담을 신청했고, 문체부는 적합성과 실효성, 지방자치단체의 개선 의지 등을 반영해 65개관을 상담 대상으로 최종 선정했다.
 현장 상담에서는 전문가들이 이번 사업의 기획 단계부터 설계 공모, 건설 단계 과정에 이르기까지의 건립 및 운영 계획을 진단하고 현장의 애로사항에 대해 실질적인 대안을 제시할 계획이다. 특히, 개별 도서관의 건립단계별 운영 중심 맞춤형 공간, 봉사 대상 인구에 맞는 인력과 장서계획 등 운영 기본계획, 도서관의 성격과 지역 특성에 맞는 서비스와 운영 프로그램 등을 중점적으로 상담할 방침이다.
 아울러 7월부터 9월 중 실무자 교육을 통해 공공도서관 건립운영의 상담 사례를 공유하는 등 각 지자체가 당초의 사업 목표를 효과적으로 달성할 수 있도록 지원하고, 지자체의 애로사항에 신속히 대응하기 위해 도서관건립계획시스템(https://libbldg.clip.go.kr)을 통해 상시적으로 온오프라인 상담을 진행할 계획이다.
 문체부 정책 담당자는 “올해도 공공도서관을 건립하기 위해 지자체에 약 2,000억 원(190개 사업) 규모의 비용을 지원하고 있다. 이번 현장 상담을 통해 지역특성에 적합하고 효율적인 공공도서관을 건립, 개관하고, 그 운영을 내실화할 수 있기를 기대한다.”라고 밝혔다.
",Realism
726,"문체부는 전국에 있는 우수한 웰니스관광 자원을 지속적으로 발굴하고 웰니스관광 협력지구와의 연계도 강화해 나갈 예정이다. 아울러 문체부는 웰니스관광을 육성하기 위해 2017년부터 현재까지의 ‘추천 웰니스관광지 40선’을 선정해 관광상품 개발, 해외 홍보, 수용태세 개선 등을 지원해 왔다.","  경상남도(’18년 선정)는 산청함양거창합천을 중심으로 ‘한방항노화 웰니스관광’과, 통영거제고성남해 일대의 ‘해양항노화 웰니스관광’을 특화육성하고 있다. 충청북도(’19년 선정)는 충주의 ‘깊은산속 옹달샘’과 제천의 ‘한방자연 치유센터’ 등을 중심으로 명상 치유, 치유 음식, 한방 심리상담 등을 제공하고 있다. 
 문체부와 강원도, 경상남도, 충청북도는 올해 각각 국비 4억 원을 포함한 총 8억 원을 투입해 협력지구별로 특화된 융복합상품 개발부터 홍보와 인식 제고, 전문인력 양성, 지역 내 협업체계 구축 등, ‘지역 웰니스관광 생태계’를 조성할 계획이다. 
 ‘추천 웰니스관광지’ 10개소 추가 발굴 예정, 웰니스관광 콘텐츠 확충
 아울러 문체부는 웰니스관광을 육성하기 위해 2017년부터 현재까지의 ‘추천 웰니스관광지 40선’을 선정해 관광상품 개발, 해외 홍보, 수용태세 개선 등을 지원해 왔다. 올해 상반기 중에 10개소 내외를 추가 발굴할 계획이다. 
 2019년 ‘추천 웰니스 관광지 40선’을 방문한 외국인 관광객은 24만 5천명으로, 2018년 12만 7천명(31선)에 비해 93% 증가하는 등 ‘웰니스 관광지’에 대한 관광객들의 관심이 높아지고 있다. 문체부는 전국에 있는 우수한 웰니스관광 자원을 지속적으로 발굴하고 웰니스관광 협력지구와의 연계도 강화해 나갈 예정이다.
 문체부 정책 담당자는 “코로나19를 계기로 치유와 건강에 대한 국내외적 관심이 높아지고 있는 만큼, 우리나라의 웰니스 관광지로서의 인지도를 높여나가겠다.”라고 밝혔다. 
",Realism
727,"문화체육관광부(장관 박양우, 이하 문체부)는 (재)한국공예디자인문화진흥원(원장 김태훈, 이하 진흥원)과 함께 2020년 5월 20일(수) 서울 종로구 북촌(서울 종로구 북촌로 319)에 ‘한지문화산업센터’를 개관한다."," 문화체육관광부(장관 박양우, 이하 문체부)는 (재)한국공예디자인문화진흥원(원장 김태훈, 이하 진흥원)과 함께 2020년 5월 20일(수) 서울 종로구 북촌(서울 종로구 북촌로 319)에 ‘한지문화산업센터’를 개관한다. 개관식에는 문체부 오영우 제1차관, 진흥원 김태훈 원장을 비롯한 한지업계 관계자들이 참석한다.
 한지문화산업센터에서는 전국 각지에 있는 공방에서 생산한 수록 한지를 집대성해 전통 한지를 홍보하고, 공예, 생활(리빙), 인테리어 등 다른 분야와 융합해 쓰임새를 확대하며, 체험교육 프로그램 운영과 해외 판로 확대 등을 지원한다.
 한지문화산업센터 1층에서는 19개 전통 한지 공방과 한지 유통처가 보유한 400여 종에 달하는 지역 전통 한지와 한지 활용 상품들을 상설 전시한다. 또한 모든 방문객들이 손쉽게 한지를 직접 만지고 비교해 볼 수 있도록 지역별, 지종별, 용도별로 한지에 대한 기초 정보를 제공하고 공방별 대표 한지에 대한 정보를 상세하게 담은 국영문 미리보기책도 비치한다. 한지와 관련된 각종 기획전시와 행사들도 정기적으로 개최할 계획이다.
 한지 소통공간(지하 1층)에서는 지역 한지 생산자와 디자이너, 공예가, 문화 예술 관계자, 지자체와 기업, 교육 기관 관계자 등 전문가들이 폭넓게 교류할 수 있는 연수회와 토론회 등을 운영한다. 전문가와 일반인을 대상으로 하는 한지 교육 특화 프로그램과 한지의 쓰임에 대한 조사 및 연구 활동 등을 지원하는 ‘한지 연구공간’도 마련한다.
",Realism
728,"문화체육관광부(장관 박양우, 이하 문체부)는 지역문화진흥원(원장 김영현, 이하 진흥원)과 함께, 코로나 19로 축소된 지역문화기획자들의 활동 기회를 넓히고 지역문화생태계 회복을 도모하기 위해 ‘2020 지역문화 활동가 지원 사업’을 공모하고 30개 단체를 최종 선정했다."," 문화체육관광부(장관 박양우, 이하 문체부)는 지역문화진흥원(원장 김영현, 이하 진흥원)과 함께, 코로나 19로 축소된 지역문화기획자들의 활동 기회를 넓히고 지역문화생태계 회복을 도모하기 위해 ‘2020 지역문화 활동가 지원 사업’을 공모하고 30개 단체를 최종 선정했다.
 ‘지역문화 활동가 지원 사업’은 지역의 문화기획자들이 주도적으로 그 지역이 직면한 현안과 문제를 찾아내고, 문화를 매개로 해결해 나갈 수 있도록 기획한 프로그램을 발굴해 지원하는 사업이다.
  주요 예시: ‘집콕’ 하며 즐길 수 있는 디지털 기반/비대면 문화 프로그램, 코로나 19에 따른 재난 외상 극복을 위한 문화치유프로그램 등
 전국 10개 권역별 자율기획형 1개 단체, 실험기획형 2개 단체씩 
 이번 공모에서는 전국을 10개 권역으로 구분해 권역당 ‘자율기획형’ 1개 단체와 ‘실험기획형’ 2개 단체씩, 전국에서 총 30단체를 선정했다.
  10개 권역: 서울, 인천경기, 세종충북, 대전충남, 전북, 광주전남, 대구경북, 부산울산경남, 강원, 제주
 ‘자율기획형’은 문화 기획 및 활동 경력 3년 이상인 중진 문화 단체를 대상으로 하며, 선정된 단체에는 프로그램 실행 비용 2,000만 원을 지원한다. ‘실험기획형’은 문화기획 및 활동 경력이 3년 미만인 예비신진 단체를 대상으로 지역 사회 문제 해결을 위한 창의적인 아이디어를 공모해 선정하고, 실행 비용 500만 원을 지원한다. 
 선정 단체들은 앞으로 코로나 19 극복을 위한 예술, 놀이 프로그램, 마을 주민, 예술가가 함께 지역 상권을 되살리는 기획, 전시, 길거리그림, 거리공연 등을 활용한 쇠퇴 지역 회복 사업, 지역 고유의 콘텐츠를 활용한 마을여행 등 최근 코로나 19 상황과 지역쇠퇴 문제 등을 문화적 관점으로 풀어내기 위한 다양한 방안을 추진할 계획이다. 
 전문가 상담과 단체들 간 상호교류 지원
 아울러 문체부와 진흥원은 7월부터 12월까지 지역문화프로그램 기획 및 실행활동을 돕는 ‘전문가 상담(멘토링)’, 단체들 간의 권역별 상호교류 및 연대를 위한 지역문화활동가 공동 연수회, 사업 실행 성과와 제안들을 나누는 성과 공유회 등 다양한 프로그램에 선정 단체들이 참여할 수 있도록 지원한다.
",Realism
729,"문체부 정책 담당자는 “도서정가제를 둘러싼 다양한 목소리를 폭넓게 듣기 위해 공개토론회를 마련했다. 이번 토론회 결과와 이해 당사자의 의견을 종합적으로 고려해 도서정가제 도입 취지를 잘 실현할 수 있는 방향으로 개선안을 마련하고, 법 개정 필요 시 후속 조치를 추진할 계획이다.”라고 밝혔다."," 문화체육관광부(장관 박양우, 이하 문체부)는 한국출판문화산업진흥원(원장 김수영, 이하 진흥원)과 함께 7월 15일(수) 오후 3시부터 청년문화공간 주(JU)동교동(서울 마포구) 니콜라오홀에서 도서정가제 개선을 위한 공개토론회를 개최한다. 코로나19 확산 방지를 위한 ‘사회적 거리두기’ 방역지침에 따라 참석 인원은 제한한다.
 도서정가제는 출판문화산업진흥법 제22조에 의거, 판매하는 모든 간행물에 정가를 표시하고 최대 15%까지만 할인할 수 있도록 한 제도이다. 출판시장에서 다양하고 풍부한 내용의 책이 출판될 수 있도록 과다한 출혈 경쟁을 방지하고 공정하게 경쟁할 수 있는 환경을 조성하기 위해 도입됐다.
 문체부와 진흥원은 2020년 11월 도서정가제 검토 시한을 앞두고 민관협의체를 통해 이해 당사자 간 도서정가제 개선을 논의해왔다. 특히 급변하는 전자출판물 시장의 이해관계를 직접 반영하기 위해 작년 12월부터는 전자출판계 위원을 추가로 위촉했다.
 도서정가제에 대한 민관협의체 논의 경과와 소비자 설문조사 결과 등 공유
 이번 공개토론회에서는 도서정가제 개선을 위한 민관협의체 논의 경과와 소비자 대상으로 실시한 도서정가제 인식에 관한 설문조사 결과를 공유한다. 이어 이해 당사자 간 자유 토론을 통해 도서정가제 개선 방향을 논의한다. 
 문체부 정책 담당자는 “도서정가제를 둘러싼 다양한 목소리를 폭넓게 듣기 위해 공개토론회를 마련했다. 이번 토론회 결과와 이해 당사자의 의견을 종합적으로 고려해 도서정가제 도입 취지를 잘 실현할 수 있는 방향으로 개선안을 마련하고, 법 개정 필요 시 후속 조치를 추진할 계획이다.”라고 밝혔다.
",Realism
730,모든 프로그램은 코로나19 확산 방지를 위해 방역 지침을 준수한 가운데 소규모 여행(10명~최대 25명)으로 진행된다. 특히 경기도자박물관에서는 온라인으로 여행지 영상을 보며 임무와 체험 결과물을 완성해 우편으로 보내는 ‘비대면 프로그램’을 추진한다.," 모든 프로그램은 코로나19 확산 방지를 위해 방역 지침을 준수한 가운데 소규모 여행(10명~최대 25명)으로 진행된다. 특히 경기도자박물관에서는 온라인으로 여행지 영상을 보며 임무와 체험 결과물을 완성해 우편으로 보내는 ‘비대면 프로그램’을 추진한다. 안전한 문화 여행을 통해 국민들에게 잘 알려지지 않은 지역 박물관‧미술관을 소개하고, 지역 관광산업에도 활력을 불어넣을 수 있을 것으로 기대된다.
 ‘다양성과 포용성 가치 증진’을 위한 다양한 온오프라인 프로그램 
 올해 세계 박물관미술관의 공통 주제인 ‘다양성과 포용성’의 가치를 확산하기 위해, 공모를 통해 선정된 15개 박물관미술관에서는 다채로운 온오프라인 행사를 개최한다.
  실시간 온라인 교육을 통해 작가와 함께 인류의 문화와 생물 다양성을 함께 고민해보는 비대면 교육프로그램 ‘함께 찾는 우리나라 생물: 작가와의 만남’(서울, 이화여자대학교 자연사박물관), 장애인과 비장애인이 함께 참여하는 전시교육 프로그램 ‘마음의 눈 전시를 만지다(경남 사천, 리미술관)’, 지역 주민과 다문화가족이 함께 체험을 통해 한국중국일본의 문화적 다양성을 알아가는 ‘한중일 예술 다양성 프로그램 흙, 돌, 나무, 물 이야기(전북 장수, 장수미술관)’, 지역 주민이 직접 유기동물의 보금자리를 만들고 제공하며 동물유기 문제의 해결책을 탐구하는 체험 프로그램 ‘구해줘 홈즈(경북 경주, 우양미술관)’, 학교에 다니지 않는 청소년을 대상으로 제주지역 예술가가 인생 선배(멘토)로 함께하는 참여형 교육 프로그램 ‘세상이 학교(제주, 돌하르방미술관)’ 등이 이어진다.
",Realism
731,"문화체육관광부(장관 박양우, 이하 문체부)는 박물관 및 미술관 진흥법에 따라, 공립박물관 227개관을 대상으로 평가를 시행하고, 그 중 우수한 157개관을 인증했다. 평가는 ‘설립 목적의 달성도’, ‘조직인력시설 및 재정 관리의 적정성’, ‘자료의 수집 및 관리의 충실성’, ‘전시 개최 및 교육 프로그램 실시 실적’, ‘공적 책임’ 등 5개 범주에서 이루어졌다."," 문화체육관광부(장관 박양우, 이하 문체부)는 박물관 및 미술관 진흥법에 따라, 공립박물관 227개관을 대상으로 평가를 시행하고, 그 중 우수한 157개관을 인증했다.
 평가는 ‘설립 목적의 달성도’, ‘조직인력시설 및 재정 관리의 적정성’, ‘자료의 수집 및 관리의 충실성’, ‘전시 개최 및 교육 프로그램 실시 실적’, ‘공적 책임’ 등 5개 범주에서 이루어졌다. 정량평가 73점, 정성평가 27점으로 구성해 총점은 100점 만점으로 했다.
 공립박물관 인증 기준 및 최우수 기관 현황
 문체부는 지난해 1월, 227개 공립박물관을 평가 대상으로 고시하고, 8월까지 평가 지표 개선 연구를 추진했다. 지난해 10월부터 올해 6월까지 개선한 평가 지표에 따라 자료평가와 현장평가를 진행하고, 인증 심사위원회의 심의를 거쳤다.
 심사위원회에서는 인증 기준을 총점 상위 70%로 정하고, 2개 이상 범주에서 하위 10%에 해당하는 경우를 제외해 최종 157개관을 인증기관으로 선정(인증률 69.2%)했다.  시도별 세부 인증 결과 붙임 2 참조
 인증기관 중 가장 높은 점수를 받은 기관은 ‘서울역사박물관’이었다. ‘설립 목적의 달성도’ 범주에서는 ‘경기도어린이박물관’과 ‘전곡선사박물관’이 우수한 것으로 확인됐다. ‘조직인력시설 및 재정 관리의 적정성’ 범주에서는 ‘복천박물관’이 가장 높은 점수를 받았다. ‘전시 개최 및 교육 프로그램 실시 실적’ 범주에서는 ‘수원박물관’과 ‘부천교육박물관’이 우수한 결과를 거두었다. ’17년 평가 결과와 비교했을 때, 가장 크게 개선된 기관은 ‘서울약령시한의약박물관’(미인증 → 인증)과 ‘진안역사박물관’(재인증)으로 확인됐다.
",Realism
732,"세종학당재단은 인도 내 한국어 교육의 질과 전문성을 높이기 위해 한국어 전문교원 파견을 확대할 예정이며, 현지 교원 양성을 위해 올해부터 시범 운영하고 있는 ‘현지 한국어교원 양성과정’을 ’21년에는 본격 추진할 계획이다. 이 과정을 거쳐 양성된 현지 한국어 교원은 초중등학교, 대학, 세종학당, 기업 등 한국어 교육 수요가 있는 다양한 분야에서 활동할 수 있도록 지원한다."," 아울러 문체부는 인도의 한국어 ‘제2외국어 채택’ 후속 조치로서 인도 한국어 교육과정 및 교재 개발(국립국어원), 한국어 현지교원 양성과정 운영 및 전문교원 파견(세종학당재단) 등을 추진하고 있다. 
 국립국어원(원장 소강춘)은 올해 하반기 인도 지역 한국어 교육과정을 개발하고, ’21년에는 인도 지역 교육과정을 토대로 한 한국어 교재를 개발해 현지에서 지속 가능한 한국어 교육이 이루어질 수 있도록 지원할 계획이다. 
 세종학당재단은 인도 내 한국어 교육의 질과 전문성을 높이기 위해 한국어 전문교원 파견을 확대할 예정이며, 현지 교원 양성을 위해 올해부터 시범 운영하고 있는 ‘현지 한국어교원 양성과정’을 ’21년에는 본격 추진할 계획이다. 이 과정을 거쳐 양성된 현지 한국어 교원은 초중등학교, 대학, 세종학당, 기업 등 한국어 교육 수요가 있는 다양한 분야에서 활동할 수 있도록 지원한다.
 전 세계적으로 한국어 열기 확대할 수 있도록 한국어 확산 종합계획 발표 예정
 한편, 문체부는 8월 중 한국어 확산 종합계획을 발표할 예정이다. 이번 종합계획에는 외국어 또는 제2언어로의 국어 학습자를 늘리기 위한 한국어교원, 교육과정‧교재, 교육기관에 대한 지원 및 관련 제도 개선 사항을 담을 계획이다. 해당 계획을 바탕으로 정책적으로 중요한 지역인 신남방, 신북방 지역은 물론 아직까지 한국문화 영향력이 적은 아프리카 지역 등 전 세계적으로 한국어 열기를 확대할 수 있도록 향후 사업을 추진한다.
",Realism
733,"세계박물관협회(ICOM) 한국위원회, 한국박물관협회 등 16개 학회와 단체가 참여하는 ‘제14회 한국박물관 국제학술대회(8. 21.~22./국립중앙박물관 교육관)’는 ‘평등을 위한 박물관: 다양성과 포용성’이라는 주제로 열린다. 이번 학술대회에서는 코로나19로 달라진 환경 속에서의 박물관미술관 발전을 위한 다양한 의견을 나눈다.","  이이남 작가의 작품 ‘박물관 다시 태어나는 빛’에서는 우리나라를 대표하는 매화와 날아오르는 나비 속에서 유물들이 태어나고, 경복궁을 담은 겸재 정선의 인왕제색도를 배경으로 그 유물들이 함께 어우러지는 모습을 통해 문화와 문명이 탄생하는 과정을 역동적으로 표현했다. 꼴라쥬플러스(장승효&김용민)팀의 작품 ‘판타스틱 히스토리(Fantastic History)’는 전 세계 다양한 문화재들이 함께 어우러져 펼쳐지는 모습을 통해 인류의 화합, 소통, 공유의 의미를 전달한다.
 제24회 국제학술대회, 제12회 박물관미술관 바자회 등 다양한 연계 행사 개최
 ‘주제(테마)가 있는 박물관미술관 여행’, ‘다양성포용성 증진’ 프로그램과 교육박람회 등 다양한 연계 행사들도 관람객들을 기다린다.
 세계박물관협회(ICOM) 한국위원회, 한국박물관협회 등 16개 학회와 단체가 참여하는 ‘제14회 한국박물관 국제학술대회(8. 21.~22./국립중앙박물관 교육관)’는 ‘평등을 위한 박물관: 다양성과 포용성’이라는 주제로 열린다. 이번 학술대회에서는 코로나19로 달라진 환경 속에서의 박물관미술관 발전을 위한 다양한 의견을 나눈다.
 한국박물관협회가 개최하는 바자회(8. 18.~23.)에서는 전국 박물관미술관에서 기부한 도록과 문화상품을 저렴한 가격에 구매할 수 있다. 국립박물관문화재단도 문화상품 쇼핑 주간(8. 14.~23.) 동안 다양한 박물관 기념품과 서적 등을 할인 판매하고, 누리소통망(SNS) 삼행시 행사도 진행한다. 
 ‘2020 박물관‧미술관 주간’ 주요 프로그램과 행사 일정, 신청 방법 등, 더욱 자세한 내용은 박물관미술관 주간 공식 누리집(www.뮤지엄위크.kr)과 참여 기관별 누리집에서 확인할 수 있다. 코로나19 확산 방지를 위해 방문자는 기관별로 반드시 사전 예약을 해야 한다.
",Realism
